systematic	common	uniprot	in_orthodb	orthodb_og
YNL299W	TRF5	P48561	N	
YNL300W	TOS6	P48560	N	
YNL301C	RPL18B	P0CX50	N	
YNL302C	RPS19B	P07281	N	
YNL303W		P53827	N	
YNL304W	YPT11	P48559	N	
YNL305C	BXI1	P48558	Y	403181at2759
YNL306W	MRPS18	P42847	N	
YNL307C	MCK1	P21965	N	
YNL308C	KRI1	P42846	N	
YNL309W	STB1	P42845	N	
YNL310C	ZIM17	P42844	N	
YNL311C	SKP2	P42843	N	
YNL312W	RFA2	P26754	N	
YNL313C	EMW1	P42842	N	
YNL314W	DAL82	P21705	N	
YNL315C	ATP11	P32453	N	
YNL316C	PHA2	P32452	N	
YNL317W	PFS2	P42841	N	
YNL318C	HXT14	P42833	N	
YNL319W		P53826	N	
YNL320W		P42840	N	
YNL321W	VNX1	P42839	N	
YNL322C	KRE1	P17260	N	
YNL323W	LEM3	P42838	N	
YNL324W		P53825	N	
YNL325C	FIG4	P42837	N	
YNL326C	PFA3	P42836	N	
YNL327W	EGT2	P42835	N	
YNL328C	MDJ2	P42834	N	
YNL329C	PEX6	P33760	N	
YNL330C	RPD3	P32561	N	
YNL331C	AAD14	P42884	N	
YNL332W	THI12	P42883	N	
YNL333W	SNZ2	P53824	N	
YNL334C	SNO2	P53823	N	
YNL335W	DDI3	P0CH64	N	
YNL336W	COS1	P53822	N	
YNL337W		P53821	N	
YNL338W		P53820	N	
YNL339C	YRF1-6	P53819	N	
YNL339W-A		P0CL30	N	
YNL339W-B		P0CL36	N	
YNR001C	CIT1	P00890	N	
YNR001W-A		P0C5Q7	N	
YNR002C	ATO2	P32907	N	
YNR003C	RPC34	P32910	N	
YNR003W-A		Q8TGL7	N	
YNR004W	SWM2	P40342	N	
YNR005C		P53717	N	
YNR006W	VPS27	P40343	N	
YNR007C	ATG3	P40344	N	
YNR008W	LRO1	P40345	N	
YNR009W	NRM1	P53718	N	
YNR010W	CSE2	P33308	N	
YNR011C	PRP2	P20095	Y	194710at2759
YNR012W	URK1	P27515	N	
YNR013C	PHO91	P27514	N	
YNR014W		P53719	N	
YNR015W	SMM1	P53720	N	
YNR016C	ACC1	Q00955	N	
YNR017W	TIM23	P32897	N	
YNR018W	RCF2	P53721	N	
YNR019W	ARE2	P53629	N	
YNR020C	ATP23	P53722	N	
YNR021W		P53723	N	
YNR022C	MRPL50	P53724	N	
YNR023W	SNF12	P53628	N	
YNR024W	MPP6	P53725	N	
YNR025C		P53726	N	
YNR026C	SEC12	P11655	N	
YNR027W	BUD17	P53727	N	
YNR028W	CPR8	P53728	N	
YNR029C	ZNG1	P53729	N	
YNR030W	ALG12	P53730	N	
YNR031C	SSK2	P53599	N	
YNR032C-A	HUB1	Q6Q546	N	
YNR032W	PPG1	P32838	Y	412870at2759
YNR033W	ABZ1	P37254	N	
YNR034W	SOL1	P50278	N	
YNR034W-A		Q3E841	N	
YNR035C	ARC35	P53731	N	
YNR036C	MRPS12	P53732	N	
YNR037C	RSM19	P53733	N	
YNR038W	DBP6	P53734	N	
YNR039C	ZRG17	P53735	N	
YNR040W		P53736	N	
YNR041C	COQ2	P32378	N	
YNR042W		P53737	N	
YNR043W	MVD1	P32377	N	
YNR044W	AGA1	P32323	N	
YNR045W	PET494	P07390	N	
YNR046W	TRM112	P53738	N	
YNR047W	FPK1	P53739	N	
YNR048W		P53740	N	
YNR049C	MSO1	P53604	N	
YNR050C	LYS9	P38999	N	
YNR051C	BRE5	P53741	N	
YNR052C	POP2	P39008	N	
YNR053C	NOG2	P53742	N	
YNR054C	ESF2	P53743	N	
YNR055C	HOL1	P53389	N	
YNR056C	BIO5	P53744	N	
YNR057C	BIO4	P53630	N	
YNR058W	BIO3	P50277	N	
YNR059W	MNT4	P53745	N	
YNR060W	FRE4	P53746	N	
YNR061C		P53747	N	
YNR062C		P53748	N	
YNR063W		P53749	N	
YNR064C		P53750	N	
YNR065C		P53751	N	
YNR066C		P53752	N	
YNR067C	DSE4	P53753	N	
YNR068C		P53754	N	
YNR069C	BSC5	P53755	N	
YNR070W	PDR18	P53756	N	
YNR071C		P53757	N	
YNR072W	HXT17	P53631	N	
YNR073C	MAN2	P0CX09	N	
YNR074C	AIF1	P52923	N	
YNR075C-A		Q8TGJ2	N	
YNR075W	COS10	P52924	N	
YNR076W	PAU6	P0CE90	N	
YNR077C		P53758	N	
YOL001W	PHO80	P20052	N	
YOL002C	IZH2	Q12442	N	
YOL003C	PFA4	Q12006	N	
YOL004W	SIN3	P22579	N	
YOL005C	RPB11	P38902	N	
YOL006C	TOP1	P04786	N	
YOL007C	CSI2	Q08054	N	
YOL008W	COQ10	Q08058	N	
YOL009C	MDM12	Q92328	N	
YOL010W	RCL1	Q08096	N	
YOL011W	PLB3	Q08108	N	
YOL012C	HTZ1	Q12692	Y	4999396at2759
YOL013C	HRD1	Q08109	N	
YOL013W-A		P0C272	N	
YOL013W-B		Q870I1	N	
YOL014W		Q08110	N	
YOL015W	IRC10	Q08118	N	
YOL016C	CMK2	P22517	Y	587115at2759
YOL017W	ESC8	Q08119	N	
YOL018C	TLG2	Q08144	N	
YOL019W	TOS7	Q08157	N	
YOL019W-A		Q8TGS2	N	
YOL020W	TAT2	P38967	N	
YOL021C	DIS3	Q08162	N	
YOL022C	TSR4	P25040	N	
YOL023W	IFM1	P25038	N	
YOL024W		Q08172	N	
YOL025W	LAG2	Q92325	N	
YOL026C	MIM1	Q08176	N	
YOL027C	MDM38	Q08179	N	
YOL028C	YAP7	Q08182	N	
YOL029C		Q08187	N	
YOL030W	GAS5	Q08193	N	
YOL031C	SIL1	Q08199	N	
YOL032W	OPI10	Q08202	N	
YOL033W	MSE1	P48525	N	
YOL034W	SMC5	Q08204	N	
YOL035C		Q08207	N	
YOL036W		Q08206	N	
YOL037C		Q08205	N	
YOL038C-A		Q3E7Z9	N	
YOL038W	PRE6	P40303	Y	4971251at2759
YOL039W	RPP2A	P05319	N	
YOL040C	RPS15	Q01855	N	
YOL041C	NOP12	Q08208	N	
YOL042W	NGL1	Q08213	N	
YOL043C	NTG2	Q08214	N	
YOL044W	PEX15	Q08215	N	
YOL045W	PSK2	Q08217	N	
YOL046C		Q08216	N	
YOL047C	LDS2	Q08218	N	
YOL048C	RRT8	Q08219	N	
YOL049W	GSH2	Q08220	N	
YOL050C		Q08222	N	
YOL051W	GAL11	P19659	N	
YOL052C	SPE2	P21182	N	
YOL052C-A	DDR2	P89113	N	
YOL053W	AIM39	Q08223	N	
YOL054W	PSH1	Q12161	N	
YOL055C	THI20	Q08224	N	
YOL056W	GPM3	Q12326	N	
YOL057W		Q08225	N	
YOL058W	ARG1	P22768	N	
YOL059W	GPD2	P41911	N	
YOL060C	MAM3	Q12296	N	
YOL061W	PRS5	Q12265	N	
YOL062C	APM4	Q99186	Y	544131at2759
YOL063C	CRT10	Q08226	N	
YOL064C	MET22	P32179	N	
YOL065C	INP54	Q08227	N	
YOL066C	RIB2	Q12362	N	
YOL067C	RTG1	P32607	N	
YOL068C	HST1	P53685	N	
YOL069W	NUF2	P33895	N	
YOL070C	NBA1	Q08229	N	
YOL071W	SDH5	Q08230	N	
YOL072W	THP1	Q08231	Y	2213118at2759
YOL073C	DSC2	Q08232	N	
YOL075C		Q08234	N	
YOL076W	MDM20	Q12387	N	
YOL077C	BRX1	Q08235	N	
YOL077W-A	ATP19	P81451	N	
YOL078W	AVO1	Q08236	N	
YOL079W		Q08238	N	
YOL080C	REX4	Q08237	N	
YOL081W	IRA2	P19158	N	
YOL082W	ATG19	P35193	N	
YOL083C-A		P0C5R4	N	
YOL083W	ATG34	Q12292	N	
YOL084W	PHM7	Q12252	N	
YOL085C		Q99345	N	
YOL085W-A		Q8TGQ8	N	
YOL086C	ADH1	P00330	N	
YOL086W-A	MHF1	Q3E835	N	
YOL087C	DUF1	Q99247	N	
YOL088C	MPD2	Q99316	N	
YOL089C	HAL9	Q12180	N	
YOL090W	MSH2	P25847	N	
YOL091W	SPO21	Q12411	N	
YOL092W	YPQ1	Q12010	N	
YOL093W	TRM10	Q12400	N	
YOL094C	RFC4	P40339	N	
YOL095C	HMI1	Q12039	N	
YOL096C	COQ3	P27680	N	
YOL097C	WRS1	Q12109	N	
YOL097W-A		Q3E7Y9	N	
YOL098C		Q12496	N	
YOL099C		Q08240	N	
YOL100W	PKH2	Q12236	N	
YOL101C	IZH4	Q99393	N	
YOL102C	TPT1	Q12272	N	
YOL103W	ITR2	P30606	N	
YOL103W-A	TY1A-OL	Q92392	N	
YOL103W-B	TY1B-OL	Q12273	N	
YOL104C	NDJ1	Q12366	N	
YOL105C	WSC3	Q12215	N	
YOL106W		Q08241	N	
YOL107W		Q12239	N	
YOL108C	INO4	P13902	N	
YOL109W	ZEO1	Q08245	N	
YOL110W	SHR5	P41912	N	
YOL111C	MDY2	Q12285	N	
YOL112W	MSB4	Q12317	N	
YOL113W	SKM1	Q12469	Y	5001640at2759
YOL114C		Q12322	N	
YOL115W	PAP2	P53632	N	
YOL116W	MSN1	P22148	N	
YOL117W	RRI2	Q12348	N	
YOL118C		Q08259	N	
YOL119C	MCH4	Q08268	N	
YOL120C	RPL18A	P0CX49	N	
YOL121C	RPS19A	P07280	N	
YOL122C	SMF1	P38925	N	
YOL123W	HRP1	Q99383	N	
YOL124C	TRM11	Q12463	N	
YOL125W	TRM13	Q12383	N	
YOL126C	MDH2	P22133	N	
YOL127W	RPL25	P04456	N	
YOL128C	YGK3	Q12222	N	
YOL129W	VPS68	Q12016	N	
YOL130W	ALR1	Q08269	N	
YOL131W		Q08270	N	
YOL132W	GAS4	Q08271	N	
YOL133W	HRT1	Q08273	N	
YOL134C		Q08272	N	
YOL135C	MED7	Q08278	N	
YOL136C	PFK27	Q12471	N	
YOL137W	BSC6	Q08280	N	
YOL138C	RTC1	Q08281	N	
YOL139C	CDC33	P07260	N	
YOL140W	ARG8	P18544	N	
YOL141W	PPM2	Q08282	N	
YOL142W	RRP40	Q08285	N	
YOL143C	RIB4	P50861	N	
YOL144W	NOP8	Q08287	N	
YOL145C	CTR9	P89105	N	
YOL146W	PSF3	Q12146	N	
YOL147C	PEX11	Q12462	N	
YOL148C	SPT20	P50875	N	
YOL149W	DCP1	Q12517	N	
YOL150C		Q08293	N	
YOL151W	GRE2	Q12068	N	
YOL152W	FRE7	Q12333	N	
YOL153C		P0C155	N	
YOL154W	ZPS1	Q12512	N	
YOL155C	HPF1	Q05164	N	
YOL155W-A		Q3E7Y8	N	
YOL156W	HXT11	P54862	N	
YOL157C	IMA2	Q08295	N	
YOL158C	ENB1	Q08299	N	
YOL159C	CSS3	Q08300	N	
YOL159C-A		Q3E769	N	
YOL160W		Q08321	N	
YOL161C	PAU20	Q08322	N	
YOL162W		P0CF19	N	
YOL163W		P0CF20	N	
YOL164W	BDS1	Q08347	N	
YOL164W-A		Q3E7A5	N	
YOL165C	AAD15	Q08361	N	
YOL166C		Q08373	N	
YOL166W-A		Q8TGJ1	N	
YOR001W	RRP6	Q12149	N	
YOR002W	ALG6	Q12001	N	
YOR003W	YSP3	P25036	N	
YOR004W	UTP23	Q12339	N	
YOR005C	DNL4	Q08387	N	
YOR006C	TSR3	Q12094	N	
YOR007C	SGT2	Q12118	N	
YOR008C	SLG1	P54867	N	
YOR008C-A		Q3E7B9	N	
YOR008W-B		P0C5Q9	N	
YOR009W	TIR4	Q12218	N	
YOR010C	TIR2	P33890	N	
YOR011W	AUS1	Q08409	N	
YOR011W-A		Q3E807	N	
YOR012W		Q12351	N	
YOR013W	IRC11	Q12479	N	
YOR014W	RTS1	P38903	N	
YOR015W		Q12169	N	
YOR016C	ERP4	Q12450	N	
YOR017W	PET127	P32606	N	
YOR018W	ROD1	Q02805	N	
YOR019W		Q99248	N	
YOR020C	HSP10	P38910	N	
YOR020W-A		Q3E824	N	
YOR021C	SFM1	Q12314	N	
YOR022C		Q12204	N	
YOR023C	AHC1	Q12433	N	
YOR024W		Q12070	N	
YOR025W	HST3	P53687	N	
YOR026W	BUB3	P26449	N	
YOR027W	STI1	P15705	N	
YOR028C	CIN5	P40917	N	
YOR029W		Q12243	N	
YOR030W	DFG16	Q99234	N	
YOR031W	CRS5	P41902	N	
YOR032C	HMS1	Q12398	N	
YOR032W-A		Q8TGS1	N	
YOR033C	EXO1	P39875	N	
YOR034C	AKR2	Q12013	N	
YOR034C-A		Q3E735	N	
YOR035C	SHE4	P51534	N	
YOR036W	PEP12	P32854	N	
YOR037W	CYC2	P38909	N	
YOR038C	HIR2	P32480	N	
YOR039W	CKB2	P38930	N	
YOR040W	GLO4	Q12320	N	
YOR041C		Q08411	N	
YOR042W	CUE5	Q08412	N	
YOR043W	WHI2	P12611	N	
YOR044W	IRC23	Q08416	N	
YOR045W	TOM6	P33448	N	
YOR046C	DBP5	P20449	N	
YOR047C	STD1	Q02794	N	
YOR048C	RAT1	Q02792	N	
YOR049C	RSB1	Q08417	N	
YOR050C		Q08419	N	
YOR051C	ETT1	Q08421	N	
YOR052C	TMC1	Q08422	Y	733642at2759
YOR053W		Q08428	N	
YOR054C	VHS3	Q08438	N	
YOR055W		Q08439	N	
YOR056C	NOB1	Q08444	N	
YOR057W	SGT1	Q08446	N	
YOR058C	ASE1	P50275	N	
YOR059C	LPL1	Q08448	N	
YOR060C	SLD7	Q08457	N	
YOR061W	CKA2	P19454	N	
YOR062C		P36025	N	
YOR063W	RPL3	P14126	N	
YOR064C	YNG1	Q08465	N	
YOR065W	CYT1	P07143	N	
YOR066W	MSA1	Q08471	N	
YOR067C	ALG8	P40351	N	
YOR068C	VAM10	Q08474	N	
YOR069W	VPS5	Q92331	N	
YOR070C	GYP1	Q08484	N	
YOR071C	NRT1	Q08485	N	
YOR072W		Q08486	N	
YOR072W-A		P0C5R2	N	
YOR072W-B		Q3E832	N	
YOR073W	SGO1	Q08490	N	
YOR073W-A		P0C5R3	N	
YOR074C	CDC21	P06785	N	
YOR075W	UFE1	P41834	N	
YOR076C	SKI7	Q08491	N	
YOR077W	RTS2	P40962	N	
YOR078W	BUD21	Q08492	N	
YOR079C	ATX2	Q12067	N	
YOR080W	DIA2	Q08496	N	
YOR081C	TGL5	Q12043	N	
YOR082C		Q08498	N	
YOR083W	WHI5	Q12416	N	
YOR084W	LPX1	Q12405	N	
YOR085W	OST3	P48439	N	
YOR086C	TCB1	Q12466	N	
YOR087W	YVC1	Q12324	N	
YOR089C	VPS21	P36017	N	
YOR090C	PTC5	Q12511	N	
YOR091W	TMA46	Q12000	N	
YOR092W	ECM3	Q99252	N	
YOR093C	CRM2	Q12275	N	
YOR094W	ARF3	P40994	Y	4819201at2759
YOR095C	RKI1	Q12189	N	
YOR096W	RPS7A	P26786	N	
YOR097C		Q12274	N	
YOR098C	NUP1	P20676	N	
YOR099W	KTR1	P27810	N	
YOR100C	CRC1	Q12289	N	
YOR101W	RAS1	P01119	N	
YOR102W		Q08503	N	
YOR103C	OST2	P46964	N	
YOR104W	PIN2	Q12057	N	
YOR105W		Q08504	N	
YOR106W	VAM3	Q12241	N	
YOR107W	RGS2	Q99188	N	
YOR108C-A		Q8TGL6	N	
YOR108W	LEU9	Q12166	N	
YOR109W	INP53	Q12271	N	
YOR110W	TFC7	Q12415	N	
YOR111W		Q99210	N	
YOR112W	CEX1	Q12453	N	
YOR113W	AZF1	P41696	N	
YOR114W	CIM1	Q12219	N	
YOR115C	TRS33	Q99394	N	
YOR116C	RPO31	P04051	N	
YOR117W	RPT5	P33297	N	
YOR118W	RTC5	Q12108	N	
YOR119C	RIO1	Q12196	N	
YOR120W	GCY1	P14065	Y	4660629at2759
YOR121C		Q08521	N	
YOR122C	PFY1	P07274	Y	4969014at2759
YOR123C	LEO1	P38439	N	
YOR124C	UBP2	Q01476	N	
YOR125C	CAT5	P41735	N	
YOR126C	IAH1	P41734	N	
YOR127W	RGA1	P39083	N	
YOR128C	ADE2	P21264	N	
YOR129C	AFI1	Q99222	N	
YOR130C	ORT1	Q12375	N	
YOR131C		Q12486	N	
YOR132W	VPS17	P32913	N	
YOR133W	EFT1; EFT2	P32324	N	
YOR134W	BAG7	Q12128	N	
YOR135C	IRC14	Q08522	N	
YOR136W	IDH2	P28241	N	
YOR137C	SIA1	Q12212	N	
YOR138C	RUP1	Q12242	N	
YOR139C		Q08532	N	
YOR140W	SFL1	P20134	N	
YOR141C	ARP8	Q12386	N	
YOR142W	LSC1	P53598	N	
YOR142W-A	TY1A-OR	P0CX59	N	
YOR142W-B	TY1B-OR	Q92393	N	
YOR143C	THI80	P35202	N	
YOR144C	ELG1	Q12050	N	
YOR145C	PNO1	Q99216	N	
YOR146W		Q08533	N	
YOR147W	MDM32	Q12171	N	
YOR148C	SPP2	Q02521	N	
YOR149C	SMP3	Q04174	N	
YOR150W	MRPL23	Q12487	N	
YOR151C	RPB2	P08518	N	
YOR152C	ATG40	Q99325	N	
YOR153W	PDR5	P33302	N	
YOR154W	SLP1	Q12232	N	
YOR155C	ISN1	Q99312	N	
YOR156C	NFI1	Q12216	N	
YOR157C	PUP1	P25043	N	
YOR158W	PET123	P17558	N	
YOR159C	SME1	Q12330	N	
YOR160W	MTR10	Q99189	N	
YOR161C	PNS1	Q12412	N	
YOR161C-C		Q8TGS0	N	
YOR161W-A		Q8TGL5	N	
YOR161W-B		Q8TGL4	N	
YOR162C	YRR1	Q12172	N	
YOR163W	DDP1	Q99321	N	
YOR164C	GET4	Q12125	N	
YOR165W	SEY1	Q99287	N	
YOR166C	SWT1	Q12104	N	
YOR167C	RPS28A	Q3E7X9	N	
YOR168W	GLN4	P13188	N	
YOR169C		Q08540	N	
YOR170W		Q08543	N	
YOR171C	LCB4	Q12246	N	
YOR172W	YRM1	Q12340	N	
YOR173W	DCS2	Q12123	N	
YOR174W	MED4	Q12343	N	
YOR175C	ALE1	Q08548	N	
YOR176W	HEM15	P16622	N	
YOR177C	MPC54	Q08550	N	
YOR178C	GAC1	P28006	N	
YOR179C	SYC1	Q08553	N	
YOR180C	DCI1	Q08558	N	
YOR181W	LAS17	Q12446	N	
YOR182C	RPS30B	P0CX34	N	
YOR183W	FYV12	Q08559	N	
YOR184W	SER1	P33330	N	
YOR185C	GSP2	P32836	Y	2612708at2759
YOR186C-A		Q8TGL3	N	
YOR186W		Q08560	N	
YOR187W	TUF1	P02992	N	
YOR188W	MSB1	P21339	N	
YOR189W	IES4	Q08561	N	
YOR190W	SPR1	P32603	N	
YOR191W	ULS1	Q08562	N	
YOR192C	THI72	Q08579	N	
YOR192C-A	TY2A-OR1	Q12439	N	
YOR192C-B	TY2B-OR1	Q12113	N	
YOR192C-C		Q3E736	N	
YOR193W	PEX27	Q08580	N	
YOR194C	TOA1	P32773	N	
YOR195W	SLK19	Q08581	N	
YOR196C	LIP5	P32875	N	
YOR197W	MCA1	Q08601	N	
YOR198C	BFR1	P38934	N	
YOR199W		Q08604	N	
YOR200W		Q08620	N	
YOR201C	MRM1	P25270	N	
YOR202W	HIS3	P06633	N	
YOR203W		Q08621	N	
YOR204W	DED1	P06634	N	
YOR205C	GEP3	Q08622	N	
YOR206W	NOC2	P39744	N	
YOR207C	RET1	P22276	N	
YOR208W	PTP2	P29461	N	
YOR209C	NPT1	P39683	N	
YOR210W	RPB10	P22139	N	
YOR211C	MGM1	P32266	N	
YOR212W	STE4	P18851	N	
YOR213C	SAS5	Q99314	N	
YOR214C	SPR2	Q12282	N	
YOR215C	AIM41	Q12032	N	
YOR216C	RUD3	Q12234	N	
YOR217W	RFC1	P38630	N	
YOR218C		Q12249	N	
YOR219C	STE13	P33894	N	
YOR220W	RCN2	Q12044	N	
YOR221C	MCT1	Q12283	N	
YOR222W	ODC2	Q99297	N	
YOR223W	DSC3	Q12015	N	
YOR224C	RPB8	P20436	N	
YOR225W		Q12225	N	
YOR226C	ISU2	Q12056	N	
YOR227W	HER1	Q12276	N	
YOR228C	MCP1	Q12106	N	
YOR229W	WTM2	Q12206	N	
YOR230W	WTM1	Q12363	N	
YOR231C-A		Q8TGL2	N	
YOR231W	MKK1	P32490	N	
YOR232W	MGE1	P38523	N	
YOR233W	KIN4	Q01919	N	
YOR234C	RPL33B	P41056	N	
YOR235W	IRC13	Q08630	N	
YOR236W	DFR1	P07807	N	
YOR237W	HES1	P35843	N	
YOR238W		Q08634	N	
YOR239W	ABP140	Q08641	N	
YOR241W	MET7	Q08645	N	
YOR242C	SSP2	Q08646	N	
YOR243C	PUS7	Q08647	N	
YOR244W	ESA1	Q08649	N	
YOR245C	DGA1	Q08650	N	
YOR246C	ENV9	Q08651	N	
YOR247W	SRL1	Q08673	N	
YOR248W		Q08681	N	
YOR249C	APC5	Q08683	N	
YOR250C	CLP1	Q08685	N	
YOR251C	TUM1	Q08686	N	
YOR252W	TMA16	Q08687	N	
YOR253W	NAT5	Q08689	N	
YOR254C	SEC63	P14906	Y	4932650at2759
YOR255W	OSW1	Q08692	N	
YOR256C	TRE2	Q08693	N	
YOR257W	CDC31	P06704	N	
YOR258W	HNT3	Q08702	N	
YOR259C	RPT4	P53549	N	
YOR260W	GCD1	P09032	N	
YOR261C	RPN8	Q08723	N	
YOR262W	GPN2	Q08726	N	
YOR263C		Q08728	N	
YOR264W	DSE3	Q08729	N	
YOR265W	RBL2	P48606	N	
YOR266W	PNT1	P38969	N	
YOR267C	HRK1	Q08732	N	
YOR268C		Q08734	N	
YOR269W	PAC1	P39946	N	
YOR270C	VPH1	P32563	N	
YOR271C	FSF1	Q12029	N	
YOR272W	YTM1	Q12024	Y	4819352at2759
YOR273C	TPO4	Q12256	N	
YOR274W	MOD5	P07884	N	
YOR275C	RIM20	Q12033	N	
YOR276W	CAF20	P12962	N	
YOR277C		Q08736	N	
YOR278W	HEM4	P06174	N	
YOR279C	RFM1	Q12192	N	
YOR280C	FSH3	Q99369	N	
YOR281C	PLP2	Q12017	N	
YOR282W		Q08741	N	
YOR283W		Q12040	Y	4837993at2759
YOR284W	HUA2	Q12134	N	
YOR285W	RDL1	Q12305	N	
YOR286W	RDL2	Q08742	N	
YOR287C	RRP36	Q12481	N	
YOR288C	MPD1	Q12404	N	
YOR289W		Q12012	N	
YOR290C	SNF2	P22082	N	
YOR291W	YPK9	Q12697	N	
YOR292C		Q08743	N	
YOR293C-A		Q3E7Y7	N	
YOR293W	RPS10A	Q08745	N	
YOR294W	RRS1	Q08746	N	
YOR295W	UAF30	Q08747	N	
YOR296W		Q08748	N	
YOR297C	TIM18	Q08749	N	
YOR298C-A	MBF1	O14467	N	
YOR298W	MUM3	Q08750	N	
YOR299W	BUD7	Q08754	N	
YOR300W		Q08756	N	
YOR301W	RAX1	Q08760	N	
YOR302W		P08521	N	
YOR303W	CPA1	P07258	N	
YOR304C-A		O14468	N	
YOR304W	ISW2	Q08773	N	
YOR305W	RRG7	Q08774	N	
YOR306C	MCH5	Q08777	N	
YOR307C	SLY41	P22215	N	
YOR308C	SNU66	Q12420	N	
YOR309C		Q12444	N	
YOR310C	NOP58	Q12499	N	
YOR311C	DGK1	Q12382	N	
YOR312C	RPL20B	P0CX24	N	
YOR313C	SPS4	P09937	N	
YOR314W		Q12506	N	
YOR314W-A		P0C5R0	N	
YOR315W	SFG1	Q12507	N	
YOR316C	COT1	P32798	Y	5005910at2759
YOR316C-A		Q3E806	N	
YOR317W	FAA1	P30624	N	
YOR318C		Q99318	N	
YOR319W	HSH49	Q99181	Y	215877at2759
YOR320C	GNT1	Q12096	N	
YOR321W	PMT3	P47190	N	
YOR322C	LDB19	Q12502	N	
YOR323C	PRO2	P54885	N	
YOR324C	FRT1	Q99332	N	
YOR325W		Q12261	N	
YOR326W	MYO2	P19524	N	
YOR327C	SNC2	P33328	N	
YOR328W	PDR10	P51533	N	
YOR329C	SCD5	P34758	N	
YOR329W-A		P0C5R1	N	
YOR330C	MIP1	P15801	N	
YOR331C		Q08786	N	
YOR332W	VMA4	P22203	N	
YOR333C		Q08789	N	
YOR334W	MRS2	Q01926	Y	191745at2759
YOR335C	ALA1	P40825	N	
YOR335W-A		Q8TGL1	N	
YOR336W	KRE5	P22023	N	
YOR337W	TEA1	P47988	N	
YOR338W		Q99326	N	
YOR339C	UBC11	P52492	N	
YOR340C	RPA43	P46669	N	
YOR341W	RPA190	P10964	N	
YOR342C		Q12182	N	
YOR343C		Q12484	N	
YOR343W-A	TY2A-OR2	Q12293	N	
YOR343W-B	TY2B-OR2	Q12501	N	
YOR344C	TYE7	P33122	N	
YOR345C		Q08811	N	
YOR346W	REV1	P12689	N	
YOR347C	PYK2	P52489	N	
YOR348C	PUT4	P15380	N	
YOR349W	CIN1	P40987	N	
YOR350C	MNE1	P24720	N	
YOR351C	MEK1	P24719	N	
YOR352W	TFB6	Q08816	N	
YOR353C	SOG2	Q08817	N	
YOR354C	MSC6	Q08818	N	
YOR355W	GDS1	P41913	N	
YOR356W	CIR2	Q08822	N	
YOR357C	SNX3	Q08826	N	
YOR358W	HAP5	Q02516	N	
YOR359W	VTS1	Q08831	N	
YOR360C	PDE2	P06776	N	
YOR361C	PRT1	P06103	N	
YOR362C	PRE10	P21242	N	
YOR363C	PIP2	P52960	N	
YOR364W		Q08842	N	
YOR365C		Q08844	N	
YOR366W		Q08872	N	
YOR367W	SCP1	Q08873	N	
YOR368W	RAD17	P48581	N	
YOR369C	RPS12	P48589	N	
YOR370C	MRS6	P32864	N	
YOR371C	GPB1	Q08886	N	
YOR372C	NDD1	Q08887	N	
YOR373W	NUD1	P32336	N	
YOR374W	ALD4	P46367	N	
YOR375C	GDH1	P07262	N	
YOR376W		Q08900	N	
YOR376W-A		Q3E805	N	
YOR377W	ATF1	P40353	N	
YOR378W	AMF1	Q08902	N	
YOR379C		Q08903	N	
YOR380W	RDR1	Q08904	N	
YOR381W	FRE3	Q08905	N	
YOR381W-A		Q3E804	N	
YOR382W	FIT2	Q08906	N	
YOR383C	FIT3	Q08907	N	
YOR384W	FRE5	Q08908	N	
YOR385W		Q08909	N	
YOR386W	PHR1	P05066	N	
YOR387C		Q08910	N	
YOR388C	FDH1	Q08911	N	
YOR389W		Q08912	N	
YOR390W	FEX1	Q08913	N	
YOR391C	HSP33	Q08914	N	
YOR392W		Q08915	N	
YOR393W	ERR1	P0CX10	N	
YOR394C-A		Q8TGJ0	N	
YOR394W	PAU21	P0CE86	N	
YOR396C-A		P0CL40	N	
YOR396W	YRF1-8	P0CX22	N	
YPL001W	HAT1	Q12341	N	
YPL002C	SNF8	Q12483	N	
YPL003W	ULA1	Q12059	N	
YPL004C	LSP1	Q12230	N	
YPL005W	AEP3	Q12089	N	
YPL006W	NCR1	Q12200	N	
YPL007C	TFC8	Q12308	N	
YPL008W	CHL1	P22516	N	
YPL009C	RQC2	Q12532	N	
YPL010W	RET3	P53600	N	
YPL011C	TAF3	Q12297	N	
YPL012W	RRP12	Q12754	N	
YPL013C	MRPS16	Q02608	N	
YPL014W	CIP1	Q02606	N	
YPL015C	HST2	P53686	N	
YPL016W	SWI1	P09547	N	
YPL017C	IRC15	Q02733	N	
YPL018W	CTF19	Q02732	N	
YPL019C	VTC3	Q02725	N	
YPL020C	ULP1	Q02724	N	
YPL021W	ECM23	Q02710	N	
YPL022W	RAD1	P06777	N	
YPL023C	MET12	P46151	N	
YPL024W	RMI1	Q02685	N	
YPL025C		Q02659	N	
YPL026C	SKS1	Q12505	N	
YPL027W	SMA1	Q02651	N	
YPL028W	ERG10	P41338	N	
YPL029W	SUV3	P32580	N	
YPL030W	TRM44	Q02648	N	
YPL031C	PHO85	P17157	N	
YPL032C	SVL3	Q03088	N	
YPL033C	SRL4	Q03085	N	
YPL034W		Q03083	N	
YPL035C		O13521	N	
YPL036W	PMA2	P19657	N	
YPL037C	EGD1	Q02642	N	
YPL038W	MET31	Q03081	N	
YPL038W-A		Q3E7B4	N	
YPL039W		Q03080	N	
