systematic	common	uniprot	seq_len
YHR191C	CTF8	P38877	133
YKR049C	FMP46	P36141	133
YIL156W-A	YIL156W-A	A0A023PXG3	133
YIR036W-A	YIR036W-A	A0A023PYI5	133
YDR157W	YDR157W	A0A023PZE8	133
YBL012C	YBL012C	P38209	133
YBR134W	YBR134W	P38275	133
YBR277C	YBR277C	P38350	133
YHL037C	YHL037C	P38733	133
YJR023C	YJR023C	P47094	133
YML094C-A	YML094C-A	Q12744	133
YDR225W	HTA1	P04911	132
YBL003C	HTA2	P04912	132
YLR385C	SWC7	Q06707	132
YJR012C	PEX39	P47087	132
YOL079W	YOL079W	Q08238	132
YLR235C	YLR235C	A0A023PXP4	132
YML034C-A	YML034C-A	A0A023PXP7	132
YDR193W	YDR193W	P0C5E0	132
YKL136W	YKL136W	P36065	132
YIL028W	YIL028W	P40539	132
YDR366C	YDR366C	P87287	132
YLR416C	YLR416C	Q06695	132
YOR200W	YOR200W	Q08620	132
YOR268C	YOR268C	Q08734	132
YDR224C	HTB1	P02293	131
YBL002W	HTB2	P02294	131
YHR132W-A	IGO2	Q9P305	131
YKL138C	MRPL31	P14063	131
YKL003C	MRP17	P28778	131
YLR104W	LCL2	Q08045	131
YJL077C	ICS3	P47034	131
YNL269W	BSC4	P53841	131
YJL064W	YJL064W	P47038	131
YNL324W	YNL324W	P53825	131
YNL276C	YNL276C	P53837	131
YNL170W	YNL170W	P53888	131
YDR053W	YDR053W	Q07790	131
YLR101C	YLR101C	Q08027	131
YPL185W	YPL185W	Q08927	131
YOR103C	OST2	P46964	130
YGL080W	MPC1	P53157	130
YJL190C	RPS22A	P0C0W1	130
YHR059W	FYV4	P38783	130
YLR367W	RPS22B	Q3E7Y3	130
YGL015C	YGL015C	P33199	130
YBL092W	RPL32	P38061	130
YPR200C	ARR2	Q06597	130
YJL142C	IRC9	P47010	130
YNL143C	YNL143C	P53908	130
YCL007C	CWH36	P25603	130
YKL036C	YKL036C	P32859	130
YKL115C	YKL115C	P36073	130
YHL005C	YHL005C	P38752	130
YER135C	YER135C	P40082	130
YJR114W	YJR114W	P47151	130
YDR442W	YDR442W	P87270	130
YOR139C	YOR139C	Q08532	130
YGL191W	COX13	P32799	129
YHR162W	MPC2	P38857	129
YER072W	VTC1	P40046	129
YNL153C	GIM3	P53900	129
YNL149C	PGA2	P53903	129
YER057C	HMF1	P40037	129
YML057C-A	YML057C-A	P0C261	129
YLR297W	YLR297W	Q05899	129
YOL134C	YOL134C	Q08272	129
YOR183W	FYV12	Q08559	129
YMR306C-A	YMR306C-A	A0A023PXI0	129
YLR279W	YLR279W	O13540	129
YLR374C	YLR374C	O13545	129
YLR171W	YLR171W	O13562	129
YBR013C	YBR013C	P38215	129
YIL141W	YIL141W	P40461	129
YGR114C	YGR114C	P53268	129
YPL238C	YPL238C	Q99401	129
YIL148W	RPL40A	P0CH08	128
YKR094C	RPL40B	P0CH09	128
YMR059W	SEN15	Q04675	128
YCR082W	AHC2	P25649	128
YBR016W	CPP1	P38216	128
YAL065C	YAL065C	O13511	128
YER084W	YER084W	P40057	128
YPR059C	YPR059C	P0C5E1	128
YML090W	YML090W	Q04501	128
YMR193C-A	YMR193C-A	Q6B0R2	128
Q0010	Q0010	Q9ZZX9	128
YDR529C	QCR7	P00128	127
YKL086W	SRX1	P36077	127
YGL127C	SOH1	P38633	127
YLR344W	RPL26A	P05743	127
YGR034W	RPL26B	P53221	127
YCR083W	TRX3	P25372	127
YMR195W	ICY1	Q04329	127
YIL168W	YIL168W	P0CF21	127
YCR043C	YCR043C	P25361	127
YKL076C	PSY1	P36082	127
YDR504C	SPG3	Q04398	127
YMR172C-A	YMR172C-A	A0A023PXH6	127
YIL068W-A	YIL068W-A	A0A023PXN3	127
YIR030W-A	YIR030W-A	A0A023PZK4	127
YLR434C	YLR434C	O13576	127
YKL169C	YKL169C	P36050	127
YBR099C	YBR099C	P38258	127
YBR219C	YBR219C	P38317	127
YJR037W	YJR037W	P47105	127
YLL047W	YLL047W	Q07881	127
YPL182C	YPL182C	Q08922	127
YOR122C	PFY1	P07274	126
YEL026W	SNU13	P39990	126
YER071C	TDA2	P40045	126
YCR097W	HMRA1	P0CY11	126
YGL121C	GPG1	P53130	126
YAL064W-B	YAL064W-B	O13512	126
YBL062W	YBL062W	P38189	126
YDL118W	YDL118W	Q07535	126
YAL064C-A	TDA8	Q6B2U8	126
YER172C-A	YER172C-A	A0A023PYF7	126
YER038W-A	FMP49	A0A023PZB3	126
YLR458W	YLR458W	A0A023PZK9	126
YKL123W	YKL123W	P36071	126
YEL008W	YEL008W	P40001	126
YML122C	YML122C	Q03207	126
YMR007W	YMR007W	Q03675	126
YLR334C	YLR334C	Q06127	126
YLL037W	YLL037W	Q07865	126
YOR309C	YOR309C	Q12444	126
YJR063W	RPA12	P32529	125
YKL192C	ACP1	P32463	125
YER009W	NTF2	P33331	125
YER092W	IES5	P40060	125
YGL007W	BRP1	P53194	125
YLR062C	BUD28	Q07992	125
YAL042C-A	YAL042C-A	O13514	125
YLR331C	JIP3	O13555	125
YKR012C	YKR012C	P36109	125
YNL013C	YNL013C	P53979	125
YDR426C	YDR426C	P87268	125
YLR122C	YLR122C	Q12312	125
YML012C-A	YML012C-A	Q6B0Y8	125
YCL021W-A	YCL021W-A	Q96VH3	125
YFR036W	CDC26	P14724	124
YLR295C	ATP14	Q12349	124
YLR037C	PAU23	Q07987	124
YLR154W-C	TAR1	Q8TGM6	124
YMR325W	PAU19	P0CE85	124
YCR104W	PAU3	P25610	124
YBL053W	YBL053W	P38190	124
YIR041W	PAU15	P40585	124
YLL025W	PAU17	Q12370	124
YHR193C-A	YHR193C-A	A0A023PYH5	124
YMR119W-A	YMR119W-A	A0A023PZL2	124
YLR379W	YLR379W	O13579	124
YPR076W	YPR076W	O13582	124
YKL053W	YKL053W	P35733	124
YBR178W	YBR178W	P38296	124
YIL025C	YIL025C	P40542	124
YGR137W	YGR137W	P53282	124
YFL012W-A	YFL012W-A	Q03186	124
YMR122C	YMR122C	Q03879	124
YDL071C	YDL071C	Q07438	124
YOL014W	YOL014W	Q08110	124
YFR049W	YMR31	P19955	123
YJL184W	GON7	P46984	123
YDR493W	MZM1	Q03429	123
YBR194W	AIM4	P38305	123
YKL224C	PAU16	P35994	123
YJR108W	ABM1	P47146	123
YGL226W	MTC3	P53077	123
YDR417C	YDR417C	P87267	123
YIL029W-A	YIL029W-A	A0A023PZE9	123
YIL115W-A	YIL115W-A	A0A023PZJ9	123
YPR177C	YPR177C	O13575	123
YPR077C	YPR077C	O13583	123
YBR292C	YBR292C	P38357	123
YGR073C	YGR073C	P53247	123
YNL285W	YNL285W	P53831	123
YNL114C	YNL114C	P53926	123
YER119C-A	YER119C-A	P87191	123
YDR271C	YDR271C	P87282	123
YDR274C	YDR274C	P87283	123
YMR057C	YMR057C	Q04674	123
YDL050C	YDL050C	Q07355	123
YDL241W	YDL241W	Q07738	123
YJL173C	RFA3	P26755	122
YGL070C	RPB9	P27999	122
YKL058W	TOA2	P32774	122
YFL034C-A	RPL22B	P56628	122
YLR408C	BLS1	Q06071	122
YDR357C	CNL1	Q06333	122
YMR123W	PKR1	Q03880	122
YBR090C	YBR090C	P38253	122
YFL020C	PAU5	P43575	122
YFR056C	YFR056C	P43624	122
YOR376W	YOR376W	Q08900	122
YIL047C-A	YIL047C-A	A0A023PYH8	122
YPL136W	YPL136W	O13519	122
YCL065W	YCL065W	P37264	122
YBL044W	YBL044W	P38194	122
YEL075C	YEL075C	P39972	122
YER189W	YER189W	P40104	122
YJL169W	YJL169W	P46994	122
YJL086C	YJL086C	P47028	122
YJR071W	YJR071W	P47121	122
YGR064W	YGR064W	P53240	122
YNL171C	YNL171C	P53887	122
YML089C	YML089C	Q04502	122
YOR364W	YOR364W	Q08842	122
YBR253W	SRB6	P32570	121
YHL015W	RPS20	P38701	121
YOL133W	HRT1	Q08273	121
YLR061W	RPL22A	P05749	121
YIL052C	RPL34B	P40525	121
YER056C-A	RPL34A	P87262	121
YPL013C	MRPS16	Q02608	121
YDR031W	MIX14	Q04341	121
YIL059C	YIL059C	P40520	121
YIR013C	GAT4	P40569	121
YDR199W	YDR199W	A0A023PXB9	121
YML047W-A	YML047W-A	A0A023PZG9	121
	YIL059C	A0AAT9JAJ4	121
YGL088W	YGL088W	P53151	121
YGL034C	YGL034C	P53186	121
YGR190C	YGR190C	P53302	121
YDL152W	YDL152W	Q12394	121
YMR052C-A	YMR052C-A	Q6B0Y6	121
YMR075C-A	YMR075C-A	Q6B0Y7	121
YDL191W	RPL35A	P0CX84	120
YDL136W	RPL35B	P0CX85	120
YOL005C	RPB11	P38902	120
YGL220W	BOL2	P53082	120
YNL111C	CYB5	P40312	120
YGL029W	CGR1	P53188	120
YGL089C	MF(ALPHA)2	P32435	120
YJL223C	PAU1	P0CE88	120
YIL176C	PAU14	P0CE89	120
YNR076W	PAU6	P0CE90	120
YLL064C	PAU18	P0CE91	120
YAL068C	PAU8	P0CE92	120
YGL261C	PAU11	P0CE93	120
YEL049W	PAU2	P32612	120
YBR301W	PAU24	P38155	120
YHL046C	PAU13	P38725	120
YHL018W	YHL018W	P38744	120
YGR294W	PAU12	P53343	120
YLR461W	PAU4	P53427	120
YDR542W	PAU10	Q03050	120
YOL161C	PAU20	Q08322	120
YBL108C-A	PAU9	Q3E770	120
YHR069C-A	YHR069C-A	A0A023PZI4	120
YLR302C	YLR302C	O13544	120
YJR018W	YJR018W	P47091	120
YJR038C	YJR038C	P47106	120
YJR157W	YJR157W	P47184	120
YGR045C	YGR045C	P53229	120
YMR103C	YMR103C	Q04436	120
YBR255C-A	YBR255C-A	Q3E776	120
YGL189C	RPS26A	P39938	119
YER131W	RPS26B	P39939	119
YMR294W-A	YMR294W-A	A0A023PZL7	119
YCR096C	HMRA2	P0CY13	119
YIL165C	YIL165C	P40446	119
YPR038W	IRC16	Q6B0V8	119
YLR198C	YLR198C	O13530	119
YCL042W	YCL042W	P25572	119
YBR124W	YBR124W	P38269	119
YBR232C	YBR232C	P38327	119
YJL215C	YJL215C	P40895	119
YJL152W	YJL152W	P47003	119
YJR128W	YJR128W	P47162	119
YGL072C	YGL072C	P53161	119
YNR025C	YNR025C	P53726	119
YOR015W	YOR015W	Q12169	119
YGR020C	VMA7	P39111	118
YAL046C	BOL3	P39724	118
YKL037W	AIM26	P32858	118
YJL003W	COX16	P47081	118
YPR099C	YPR099C	O13548	118
YLR162W	YLR162W	Q06235	118
YDL157C	DMO2	Q12082	118
YER165C-A	YER165C-A	A0A023PZH1	118
YHR145C	YHR145C	O13537	118
YIL032C	YIL032C	P40536	118
YGR050C	YGR050C	P53231	118
YMR082C	YMR082C	Q04276	118
YDL162C	YDL162C	Q12307	118
YAL030W	SNC1	P31109	117
YBL078C	ATG8	P38182	117
YML101C	CUE4	Q04201	117
YPR044C	OPI11	A0A023PZI1	117
YJR146W	YJR146W	P47174	117
YHL006W-A	YHL006W-A	A0A023PXE5	117
YAL034C-B	YAL034C-B	O13515	117
YLR169W	YLR169W	O13561	117
YLR255C	YLR255C	O13574	117
YCL021W	YCL021W	P25561	117
YCR085W	YCR085W	P25650	117
YIL163C	YIL163C	P40448	117
YIL100W	YIL100W	P40490	117
YFL019C	YFL019C	P43576	117
YGR182C	YGR182C	P53300	117
YDL242W	YDL242W	Q07746	117
YOL037C	YOL037C	Q08205	117
YOL106W	YOL106W	Q08241	117
YOR203W	YOR203W	Q08621	117
YOR366W	YOR366W	Q08872	117
YDL041W	YDL041W	Q12352	117
YOR189W	IES4	Q08561	116
YKL084W	HOT13	P36078	116
YDR154C	YDR154C	A0A023PZA4	116
YLR269C	YLR269C	O13550	116
YJR120W	YJR120W	P47157	116
YMR304C-A	YMR304C-A	A0A023PYJ7	116
YDR008C	YDR008C	A0A023PZ99	116
YAL056C-A	YAL056C-A	O13513	116
YLR280C	YLR280C	O13541	116
YBR051W	YBR051W	P38233	116
YEL010W	YEL010W	P40000	116
YJL067W	YJL067W	P40365	116
YJR087W	YJR087W	P47132	116
YJR162C	YJR162C	P47188	116
YGR035C	YGR035C	P53222	116
YOR102W	YOR102W	Q08503	116
YOR345C	YOR345C	Q08811	116
YCR045W-A	YCR045W-A	Q8TGQ2	116
YLL065W	YLL065W	Q99339	116
YOR327C	SNC2	P33328	115
YNL147W	LSM7	P53905	115
YMR112C	MED11	Q99278	115
YNL122C	MRP35	P53921	115
YPR020W	ATP20	Q12233	115
YPR166C	MRP2	P10663	115
YHL045W	PXP3	P38726	115
YMR107W	SPG4	Q04438	115
YLR311C	YLR311C	Q06158	115
YEL053W-A	YEL053W-A	A0A023PXC2	115
YER076W-A	YER076W-A	A0A023PXJ3	115
YDR230W	YDR230W	A0A023PZA9	115
YMR290W-A	YMR290W-A	A0A023PZH5	115
YPL035C	YPL035C	O13521	115
YLR232W	YLR232W	O13546	115
YCL023C	YCL023C	P25563	115
YGR176W	YGR176W	P32475	115
YKL225W	YKL225W	P36030	115
YJL202C	YJL202C	P39532	115
YGL177W	YGL177W	P53105	115
YNL303W	YNL303W	P53827	115
YDR509W	YDR509W	P87272	115
YLR184W	YLR184W	Q06267	115
YOR050C	YOR050C	Q08419	115
YNL135C	FPR1	P20081	114
YHR039C-A	VMA10	P48836	114
YLR200W	YKE2	P52553	114
YDR381C-A	YDR381C-A	Q3E6R5	114
YHR138C	YHR138C	P38841	114
YOR068C	VAM10	Q08474	114
YPL205C	YPL205C	Q08958	114
YLR428C	YLR428C	O13564	114
YLR156W	YLR156W	P0CE96	114
YLR159W	YLR159W	P0CE97	114
YLR161W	YLR161W	P0CE98	114
YCR022C	YCR022C	P25620	114
YBL065W	YBL065W	P38188	114
YER121W	YER121W	P40076	114
YFR035C	YFR035C	P43608	114
YGR228W	YGR228W	P53308	114
YDR286C	YDR286C	Q05530	114
YLR124W	YLR124W	Q12327	114
YDL034W	YDL034W	Q12448	114
YJR082C	EAF6	P47128	113
YOL109W	ZEO1	Q08245	113
YEL039C	CYC7	P00045	113
YDL075W	RPL31A	P0C2H8	113
YLR406C	RPL31B	P0C2H9	113
YKL061W	BLI1	P35727	113
YOL026C	MIM1	Q08176	113
YPL098C	MGR2	Q02889	113
YCL058W-A	ADF1	Q2V2Q1	113
YLL030C	RRT7	Q07829	113
YOR082C	YOR082C	Q08498	113
YOR135C	IRC14	Q08522	113
YER133W-A	YER133W-A	A0A023PZC3	113
YLR282C	YLR282C	O13542	113
YAR030C	YAR030C	P39550	113
YIL012W	YIL012W	P40551	113
YGL217C	YGL217C	P53085	113
YGR219W	YGR219W	P53307	113
YOL160W	YOL160W	Q08321	113
YOR053W	YOR053W	Q08428	113
YOL085C	YOL085C	Q99345	113
YLR390W	ECM19	Q06011	112
YIL020C-A	YIL020C-A	A0A023PXM7	112
YER079C-A	YER079C-A	A0A023PZB8	112
YIL030W-A	YIL030W-A	A0A023PZJ3	112
YLR415C	YLR415C	O13578	112
YKL177W	YKL177W	P34238	112
YHR173C	YHR173C	P38864	112
YEL074W	YEL074W	P39973	112
YGR139W	YGR139W	P53284	112
YNL017C	YNL017C	P53977	112
YIL100C-A	YIL100C-A	Q03884	112
YOL166C	YOL166C	Q08373	112
YOR379C	YOR379C	Q08903	112
YMR086C-A	YMR086C-A	Q6Q571	112
YLR204W	QRI5	P32344	111
YCR060W	TAH1	P25638	111
YKL137W	CMC1	P36064	111
YEL003W	GIM4	P40005	111
YIR009W	MSL1	P40567	111
YHR087W	RTC3	P38804	111
YDR079W	PET100	P38958	111
YGR151C	YGR151C	P53287	111
YML031C-A	YML031C-A	A0A023PXH2	111
YDR094W	YDR094W	A0A023PYD3	111
YMR153C-A	YMR153C-A	A0A023PYJ4	111
YPR170C	YPR170C	A0A023PYK2	111
YHR063W-A	YHR063W-A	A0A023PZE1	111
YAR060C	YAR060C	P0CX88	111
YHR212C	YHR212C	P0CX89	111
YKL111C	YKL111C	P36074	111
YHR130C	YHR130C	P38834	111
YJL028W	YJL028W	P47062	111
YGL132W	YGL132W	P53126	111
YGL024W	YGL024W	P53190	111
YGR069W	YGR069W	P53245	111
YGR164W	YGR164W	P53291	111
YDR521W	YDR521W	P87273	111
YBL109W	YBL109W	P89495	111
YDR133C	YDR133C	Q03904	111
YOR029W	YOR029W	Q12243	111
YPR039W	YPR039W	Q6B0W0	111
YDR382W	RPP2B	P02400	110
YJR086W	STE18	P18852	110
YCL035C	GRX1	P25373	110
YDR045C	RPC11	Q04307	110
YLR275W	SMD2	Q06217	110
YAL044W-A	BOL1	Q3E793	110
YLR154C	RNH203	Q12338	110
YGL168W	HUR1	P45820	110
YGR215W	RSM27	P53305	110
YCR041W	YCR041W	P37265	110
YAR019W-A	YAR019W-A	A0A023PXB0	110
YIL142C-A	YIL142C-A	A0A023PYI2	110
YKL223W	YKL223W	P36031	110
YBL094C	YBL094C	P38173	110
YBR027C	YBR027C	P38220	110
YEL068C	YEL068C	P39977	110
YIR040C	YIR040C	P40584	110
YJR020W	YJR020W	P47092	110
YNL057W	YNL057W	P53948	110
YDR102C	YDR102C	Q03864	110
YDR010C	YDR010C	Q12426	110
YLR111W	YLR111W	Q12528	110
YLR365W	YLR365W	Q7LIF2	110
YJR048W	CYC1	P00044	109
YFL014W	HSP12	P22943	109
YBR091C	TIM12	P32830	109
YJR022W	LSM8	P47093	109
YJL179W	PFD1	P46988	109
YLR364W	GRX8	Q05926	109
YBL059C-A	CMC2	Q3E7A4	109
YIL171W	YIL171W	P40440	109
YLR294C	YLR294C	O13543	109
YDR525W	API2	Q04413	109
YAL047W-A	YAL047W-A	A0A023PZE2	109
YER046W-A	YER046W-A	A0A023PZF5	109
YPR146C	YPR146C	O13571	109
YER097W	YER097W	P40062	109
YJR079W	YJR079W	P47126	109
YGR018C	YGR018C	P53211	109
YGR022C	YGR022C	P53213	109
YDR290W	YDR290W	P87280	109
YPR195C	YPR195C	Q06594	109
YDL068W	YDL068W	Q07435	109
YDL187C	YDL187C	Q07613	109
YOR199W	YOR199W	Q08604	109
YLR123C	YLR123C	Q12174	109
YDL196W	YDL196W	Q12187	109
YOR225W	YOR225W	Q12225	109
YOR314W	YOR314W	Q12506	109
YJR112W-A	YJR112W-A	Q3E743	109
YPR014C	YPR014C	Q6B0W2	109
YML099W-A	YML099W-A	Q6B2I9	109
Q0144	Q0144	Q9ZZW2	109
YLR333C	RPS25B	P0C0T4	108
YNL244C	SUI1	P32911	108
YGR027C	RPS25A	Q3E792	108
YLL014W	EMC6	Q12431	108
YJR034W	PET191	Q02772	108
YLR053C	YLR053C	Q12026	108
YLR261C	VPS63	O13549	108
YGR269W	YGR269W	P40326	108
YDL096C	OPI6	Q07521	108
YHL046W-A	YHL046W-A	A0A023PYG5	108
YML009C-A	YML009C-A	A0A023PYJ0	108
YLR202C	YLR202C	O13531	108
YJL199C	MBB1	P39534	108
YJL009W	YJL009W	P47078	108
YGL074C	YGL074C	P53160	108
YGR011W	YGR011W	P53205	108
YNL184C	YNL184C	P53876	108
YDR467C	YDR467C	P87264	108
YDR327W	YDR327W	P87288	108
YPL080C	YPL080C	Q02826	108
YLR296W	YLR296W	Q05898	108
YOL131W	YOL131W	Q08270	108
YOR105W	YOR105W	Q08504	108
YLR140W	YLR140W	Q12077	108
YOR343C	YOR343C	Q12484	108
YMR031W-A	YMR031W-A	Q6Q572	108
YPL143W	RPL33A	P05744	107
YOR234C	RPL33B	P41056	107
YPR094W	RDS3	Q06835	107
YDL012C	YDL012C	Q12489	107
YER181C	YER181C	P40097	107
YJL120W	YJL120W	P47020	107
YER058W	PET117	Q02771	107
YER088C-A	YER088C-A	A0A023PXD3	107
YER067C-A	YER067C-A	A0A023PYE4	107
YIR023C-A	YIR023C-A	A0A023PZF9	107
YLR236C	YLR236C	A0A023PZG4	107
YLR217W	YLR217W	O13532	107
YCL046W	YCL046W	P25575	107
YBR206W	YBR206W	P38309	107
YEL073C	YEL073C	P39974	107
YJL119C	YJL119C	P47021	107
YGL182C	YGL182C	P53103	107
YGL109W	YGL109W	P53138	107
YGR051C	YGR051C	P53232	107
YDR269C	YDR269C	P87281	107
YDL011C	YDL011C	Q12023	107
YOR024W	YOR024W	Q12070	107
YDL009C	YDL009C	Q12210	107
YDL081C	RPP1A	P05318	106
YOL039W	RPP2A	P05319	106
YNL162W	RPL42A	P0CX27	106
YHR141C	RPL42B	P0CX28	106
YDL130W	RPP1B	P10622	106
YBR262C	MIC12	P38341	106
YOR020C	HSP10	P38910	106
YOR265W	RBL2	P48606	106
YPR087W	VPS69	O13584	106
YBL028C	YBL028C	P38202	106
YAR047C	YAR047C	P39557	106
YMR158W-B	YMR158W-B	Q6B0X2	106
YHR028W-A	YHR028W-A	A0A023PXE8	106
YHR071C-A	YHR071C-A	A0A023PXF2	106
YER107W-A	YER107W-A	A0A023PXJ7	106
YKL044W	YKL044W	P36092	106
YKR073C	YKR073C	P36153	106
YBL070C	YBL070C	P38186	106
YFL032W	YFL032W	P43566	106
YNL043C	YNL043C	P53957	106
YLR041W	YLR041W	Q07989	106
YOL050C	YOL050C	Q08222	106
YOR282W	YOR282W	Q08741	106
YDL023C	YDL023C	Q12264	106
YGL030W	RPL30	P14120	105
YGR181W	TIM13	P53299	105
YBR268W	MRPL37	P36532	105
YMR230W	RPS10B	P46784	105
YOR293W	RPS10A	Q08745	105
YDR115W	YDR115W	Q04598	105
YIL054W	YIL054W	P40524	105
YJR085C	YJR085C	P47131	105
YBL112C	YBL112C	Q3E7Y4	105
YFL015W-A	YFL015W-A	A0A023PXD9	105
YHR218W-A	YHR218W-A	A0A023PXF5	105
YDR203W	YDR203W	A0A023PXI4	105
YER006C-A	YER006C-A	A0A023PXI8	105
YBR209W	YBR209W	P38311	105
YJL182C	YJL182C	P46986	105
YJL135W	YJL135W	P47012	105
YNL028W	YNL028W	P53967	105
YML108W	YML108W	Q03759	105
YMR321C	YMR321C	Q04898	105
YDR278C	YDR278C	Q05612	105
YPL142C	YPL142C	Q08916	105
YML101C-A	YML101C-A	Q6B0Z2	105
YGR209C	TRX2	P22803	104
YML058W	SML1	Q04964	104
YMR244C-A	COA6	Q3E846	104
YBL001C	ECM15	P35195	104
YLR322W	VPS65	O13554	104
YJL144W	YJL144W	P47009	104
YDR281C	PHM6	Q05637	104
YOR235W	IRC13	Q08630	104
YAL016C-A	YAL016C-A	A0A023PYC6	104
YDR048C	YDR048C	A0A023PZE6	104
YAL069W	YAL069W	O13588	104
YCR001W	YCR001W	P25347	104
YBR144C	YBR144C	P34215	104
YKR032W	YKR032W	P36127	104
YBL100C	YBL100C	P38168	104
YBR174C	YBR174C	P38294	104
YJL032W	YJL032W	P47059	104
YJL007C	YJL007C	P47080	104
YGL239C	YGL239C	P53069	104
YNL296W	YNL296W	P53828	104
YIL014C-A	YIL014C-A	Q02598	104
YOR072W	YOR072W	Q08486	104
YDR029W	YDR029W	Q12111	104
YEL030C-A	YEL030C-A	Q8TGR5	104
YBR009C	HHF1; HHF2	P02309	103
YLR043C	TRX1	P22217	103
YBL048W	RRT1	P38192	103
YHR165W-A	YHR165W-A	A0A023PZE4	103
YMR316C-A	YMR316C-A	I2HB70	103
YHR139C-A	YHR139C-A	O13536	103
YLL017W	YLL017W	P0CF33	103
YKL118W	YKL118W	P36072	103
YBL073W	YBL073W	P38184	103
YBR190W	YBR190W	P38303	103
YGL193C	YGL193C	P53097	103
YGR039W	YGR039W	P53225	103
YDR431W	YDR431W	Q04069	103
YOL150C	YOL150C	Q08293	103
YDL026W	YDL026W	Q12147	103
YDL032W	YDL032W	Q12281	103
YGR063C	SPT4	P32914	102
YNL086W	SNN1	P48232	102
YEL059W	HHY1	P39982	102
YNL300W	TOS6	P48560	102
YDR112W	IRC2	A0A023PXB5	102
YJL188C	BUD19	O94143	102
YMR316C-B	YMR316C-B	A0A023PXQ9	102
YAL031W-A	YAL031W-A	A0A023PZ94	102
YLR465C	BSC3	O13558	102
YPR126C	YPR126C	O13567	102
YCR050C	YCR050C	P25630	102
YBL096C	YBL096C	P38171	102
YBL071C	YBL071C	P38185	102
YAL066W	YAL066W	P39710	102
YAL045C	YAL045C	P39725	102
YMR141C	YMR141C	P40211	102
YIL086C	YIL086C	P40503	102
YFL065C	YFL065C	P43539	102
YJL022W	YJL022W	P47066	102
YGR242W	YGR242W	P53310	102
YDR455C	YDR455C	P87271	102
YML084W	YML084W	Q04521	102
YMR254C	YMR254C	Q04838	102
YOL118C	YOL118C	Q08259	102
YOR277C	YOR277C	Q08736	102
YOR300W	YOR300W	Q08756	102
YPL261C	YPL261C	Q08976	102
YPR203W	YPR203W	Q08994	102
YDL158C	YDL158C	Q12047	102
YMR326C	YMR326C	Q6B0R7	102
YGR206W	MVB12	P42939	101
YLR147C	SMD3	P43321	101
YDR510W	SMT3	Q12306	101
YDR377W	ATP17	Q06405	101
YGL204C	YGL204C	P53089	101
YPL056C	LCL1	Q02786	101
YLR346C	CIS1	Q06139	101
YLR230W	YLR230W	A0A023PXG7	101
YER137W-A	YER137W-A	A0A023PZG5	101
YFR052C-A	YFR052C-A	A0A023PZH4	101
YLR252W	YLR252W	O13573	101
YPR092W	YPR092W	O13586	101
YKL102C	YKL102C	P34249	101
YKR047W	YKR047W	P36140	101
YBL108W	YBL108W	P38161	101
YHR125W	YHR125W	P38831	101
YEL014C	YEL014C	P39999	101
YIL102C	YIL102C	P40488	101
YGL149W	YGL149W	P53116	101
YGL052W	YGL052W	P53175	101
YGL042C	YGL042C	P53181	101
YMR320W	YMR320W	Q04897	101
YLL020C	YLL020C	Q07811	101
YOR121C	YOR121C	Q08521	101
YOR146W	YOR146W	Q08533	101
YOR170W	YOR170W	Q08543	101
YLR366W	YLR366W	Q7LIF1	101
YOR318C	YOR318C	Q99318	101
YMR194W	RPL36A	P05745	100
YPL249C-A	RPL36B	O14455	100
YPR096C	YPR096C	O13587	100
		E2QC18	100
YPL102C	YPL102C	O13517	100
YLR444C	YLR444C	O13560	100
YBR032W	YBR032W	P38223	100
YNL198C	YNL198C	P40166	100
YIR020C	YIR020C	P40575	100
YJL150W	YJL150W	P47004	100
YGR025W	YGR025W	P53216	100
YNL146W	YNL146W	P53906	100
YDR355C	YDR355C	P87285	100
YDL213W-A	YDL213W-A	Q00590	100
YDR114C	YDR114C	Q04597	100
YDR340W	YDR340W	Q05503	100
YOL035C	YOL035C	Q08207	100
YOR248W	YOR248W	Q08681	100
YPL278C	YPL278C	Q08990	100
YPL251W	YPL251W	Q12058	100
YDL016C	YDL016C	Q12115	100
YDL163W	YDL163W	Q12148	100
YML116W-A	YML116W-A	Q6B108	100
YBR089C-A	NHP6B	P11633	99
YIL008W	URM1	P40554	99
YPL047W	SGF11	Q03067	99
YPL046C	ELC1	Q03071	99
YKL018C-A	YKL018C-A	Q3E7A7	99
YER188C-A	YER188C-A	P0C0V2	99
YAR064W	YAR064W	P39563	99
YAR070C	YAR070C	P39566	99
YDR543C	YDR543C	Q03051	99
YLR012C	YLR012C	Q07927	99
YHR214C-E	YHR214C-E	Q8TGK0	99
YHR213W-B	YHR213W-B	Q8TGK1	99
YLL018C-A	COX19	Q3E731	98
YMR225C	MRPL44	P19956	98
YNR034W-A	YNR034W-A	Q3E841	98
YHR049C-A	YHR049C-A	O13533	98
YAR053W	YAR053W	P39559	98
YLR361C-A	YLR361C-A	Q3E795	98
YKL006C-A	SFT1	P43682	97
YCL057C-A	MIC10	Q96VH5	97
YAR069C	YAR069C	P0CX92	97
YHR214C-D	YHR214C-D	P0CX93	97
YDR220C	YDR220C	Q04923	97
YDR322C-A	TIM11	P81449	96
YBR111W-A	SUS1	Q6WNK7	96
YLR218C	COA4	Q05809	96
YOL013W-B	YOL013W-B	Q870I1	96
	YFR035W-A	A0AAT9JB48	96
YMR030W-A	YMR030W-A	Q3E760	96
